"recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","cntry","pspwght"
4,4,2,3,2,4,1,2,4,"AT",0.418852120637894
3,3,3,2,2,2,2,2,5,"AT",0.405857920646667
NA,NA,3,4,3,2,NA,1,5,"AT",0.655348300933838
3,3,2,2,2,NA,2,2,5,"AT",0.417285680770874
3,4,4,3,2,2,1,2,3,"AT",0.837704241275787
3,3,NA,1,3,2,2,2,NA,"AT",0.995911419391632
4,4,3,NA,4,2,1,1,NA,"AT",0.0968372076749802
3,3,2,2,2,3,2,2,5,"AT",2.78295469284058
3,3,3,3,3,4,2,2,5,"AT",0.248950868844986
3,3,4,1,2,2,1,3,5,"AT",1.15784347057343
2,3,4,2,2,1,2,1,4,"AT",1.51807570457458
3,4,4,4,3,4,1,1,5,"AT",0.482805848121643
3,3,3,3,1,2,2,1,4,"AT",0.181628704071045
2,2,3,3,3,1,5,1,5,"AT",0.933898329734802
3,3,2,4,1,2,3,2,4,"AT",0.234472081065178
2,3,4,4,3,1,2,1,3,"AT",3.99396300315857
3,3,3,3,1,2,2,2,1,"AT",0.938755393028259
4,4,4,2,1,2,3,1,5,"AT",1.02026832103729
4,4,2,2,2,5,1,2,5,"AT",4.00019550323486
4,4,1,2,1,2,2,2,2,"AT",0.471455365419388
3,3,2,2,NA,NA,NA,2,4,"AT",2.41931986808777
4,2,2,3,1,3,2,2,4,"AT",0.456881046295166
3,3,4,1,2,2,1,3,3,"AT",0.234472081065178
3,3,2,2,2,2,3,4,4,"AT",2.96119666099548
3,3,2,2,2,2,2,2,3,"AT",1.22069478034973
3,3,4,2,4,1,2,2,4,"AT",0.710375726222992
4,4,1,1,1,1,1,3,3,"AT",1.3801075220108
4,4,2,2,1,2,2,3,5,"AT",0.521001398563385
3,3,NA,3,3,2,2,1,3,"AT",0.350942611694336
1,3,4,2,2,5,2,2,2,"AT",0.551148951053619
3,3,2,2,2,3,3,3,3,"AT",4.00019550323486
4,4,2,2,2,4,1,3,5,"AT",1.58798229694366
4,4,4,3,3,3,1,2,3,"AT",0.462372153997421
4,3,2,3,2,2,1,4,5,"AT",0.453572809696198
3,3,4,2,1,4,2,4,NA,"AT",0.248950868844986
3,3,NA,2,2,5,1,1,3,"AT",4.00019550323486
2,4,3,2,2,3,2,1,4,"AT",1.73772048950195
4,4,4,4,2,3,1,2,5,"AT",1.24498844146729
3,4,2,2,2,5,2,2,5,"AT",1.76511812210083
4,3,3,NA,2,4,2,1,5,"AT",1.52496635913849
4,4,4,1,1,5,1,1,NA,"AT",0.40715891122818
4,4,3,3,2,1,1,2,4,"AT",0.28942608833313
4,4,1,1,1,1,1,1,4,"AT",0.275664836168289
2,2,3,2,3,4,2,2,4,"AT",1.42835354804993
4,3,4,4,4,5,2,2,3,"AT",3.99972677230835
4,3,3,2,2,4,1,2,4,"AT",0.710375726222992
4,4,3,3,3,NA,1,3,4,"AT",0.534131944179535
4,3,3,2,2,3,1,1,5,"AT",0.347334355115891
4,2,2,2,1,4,1,1,5,"AT",0.684560596942902
3,3,2,3,2,3,2,2,4,"AT",0.51459002494812
4,2,4,2,1,3,2,2,5,"AT",0.676135361194611
3,3,3,2,2,1,2,2,3,"AT",0.775290369987488
NA,NA,NA,NA,NA,NA,NA,NA,NA,"AT",1.03116810321808
4,4,4,1,2,5,1,3,1,"AT",0.359823375940323
2,1,1,1,1,1,1,2,3,"AT",0.538824617862701
3,3,2,2,2,1,NA,1,5,"AT",0.38594776391983
4,4,4,3,3,5,1,1,4,"AT",1.30655193328857
3,3,2,2,2,3,2,2,3,"AT",0.819613516330719
2,3,4,4,4,5,1,1,4,"AT",1.84559464454651
3,3,NA,3,3,3,2,2,4,"AT",0.289307147264481
4,4,2,3,2,2,2,2,5,"AT",1.54653418064117
3,4,4,3,3,2,1,2,4,"AT",1.25679039955139
4,4,2,3,3,2,3,2,4,"AT",0.249247536063194
2,4,3,2,1,2,1,3,3,"AT",0.218111366033554
4,3,3,3,3,2,2,2,5,"AT",2.71747279167175
3,4,2,3,2,3,1,2,3,"AT",0.865956366062164
4,4,1,1,1,2,1,3,4,"AT",0.310258954763412
3,4,4,3,3,2,2,1,4,"AT",3.91936707496643
3,3,3,1,3,4,2,3,2,"AT",1.11605846881866
4,4,3,3,3,2,1,1,4,"AT",0.364481776952744
4,3,2,2,2,4,3,4,5,"AT",0.266365826129913
4,2,3,3,2,3,2,2,3,"AT",0.241978943347931
4,4,2,2,3,1,3,2,5,"AT",1.45592427253723
3,3,4,3,2,2,2,2,5,"AT",0.44839271903038
3,4,2,3,2,4,2,4,5,"AT",1.96091675758362
4,3,2,4,3,1,1,1,5,"AT",2.31002998352051
4,3,2,1,2,5,2,2,4,"AT",0.833501875400543
4,3,2,3,2,5,1,1,NA,"AT",0.448037773370743
3,4,3,2,2,3,2,2,4,"AT",1.08615803718567
3,3,3,4,3,2,2,1,4,"AT",1.58295118808746
4,4,4,1,4,1,2,1,2,"AT",0.116288356482983
4,4,4,4,3,4,1,2,3,"AT",0.223134398460388
2,3,3,3,2,2,2,2,4,"AT",0.379664331674576
3,3,2,2,2,5,2,2,5,"AT",1.32572185993195
3,3,4,2,3,2,1,2,5,"AT",0.333958029747009
3,4,4,2,1,2,1,3,5,"AT",2.79967904090881
4,1,4,4,1,5,2,1,2,"AT",0.207722768187523
3,4,2,2,1,3,1,2,4,"AT",1.07849025726318
3,3,2,3,2,4,2,2,4,"AT",0.436661601066589
2,2,2,2,2,3,1,1,5,"AT",0.822013020515442
4,4,3,3,2,1,1,1,5,"AT",0.459984362125397
3,3,2,2,2,3,2,2,2,"AT",0.546409010887146
3,3,3,3,3,5,1,2,2,"AT",0.837704241275787
3,3,3,3,1,2,2,2,2,"AT",1.38070809841156
3,3,3,2,2,2,1,1,5,"AT",0.386483430862427
4,4,4,1,2,4,2,2,1,"AT",0.249206990003586
3,3,2,3,3,2,2,1,4,"AT",1.64412212371826
4,3,3,2,1,2,2,2,4,"AT",0.999166965484619
4,4,4,1,2,1,2,2,1,"AT",1.00990080833435
3,2,1,2,2,2,1,1,2,"AT",0.988388657569885
3,4,2,2,2,4,2,2,4,"AT",0.701885223388672
4,4,4,1,1,4,2,3,1,"AT",0.369326680898666
3,3,2,2,2,1,2,2,4,"AT",2.04053664207458
4,3,3,2,2,2,2,2,5,"AT",0.483957886695862
4,4,3,3,3,2,2,2,4,"AT",0.551148951053619
3,3,3,1,1,NA,1,2,4,"AT",0.403808981180191
1,2,3,2,2,4,3,1,5,"AT",1.27799165248871
2,4,4,2,3,3,2,3,2,"AT",3.99706220626831
3,4,2,1,1,3,1,2,3,"AT",0.510777950286865
3,2,1,2,1,NA,2,2,5,"AT",0.670400381088257
3,3,2,2,2,2,1,2,5,"AT",0.735422670841217
3,4,2,3,1,5,2,1,4,"AT",0.74041748046875
4,4,2,2,2,2,2,2,5,"AT",0.695123136043549
4,3,1,1,3,1,2,3,4,"AT",0.362376630306244
2,4,4,4,NA,2,2,2,3,"AT",0.541484653949738
4,3,2,3,2,4,1,2,4,"AT",0.330591559410095
4,4,2,1,1,2,1,3,4,"AT",0.387645184993744
NA,NA,NA,NA,NA,2,2,2,2,"AT",1.1236252784729
4,4,4,3,3,5,1,3,4,"AT",0.773834049701691
3,2,3,2,2,3,2,2,2,"AT",0.774199724197388
2,3,2,2,2,3,3,3,3,"AT",0.326299160718918
3,2,4,3,2,4,1,1,4,"AT",0.185503661632538
3,4,3,3,3,2,1,2,5,"AT",0.949278771877289
3,4,4,3,3,NA,2,2,NA,"AT",0.498413980007172
3,3,4,1,1,2,2,1,4,"AT",0.332546889781952
3,2,4,NA,2,4,2,3,4,"AT",0.960635006427765
2,4,4,2,2,5,1,3,3,"AT",0.37056565284729
2,2,3,2,2,2,4,2,2,"AT",1.65599894523621
3,4,3,2,2,1,2,1,3,"AT",1.29330825805664
4,3,3,3,2,4,1,1,3,"AT",2.01950168609619
3,3,3,4,3,1,1,1,2,"AT",0.288306772708893
2,2,2,2,2,2,1,1,2,"AT",0.730181455612183
3,4,4,3,1,2,2,2,4,"AT",0.648148596286774
4,3,3,2,2,3,1,1,4,"AT",0.74419903755188
3,3,1,2,2,2,2,2,3,"AT",0.308533936738968
3,3,2,2,2,2,1,2,4,"AT",0.360187977552414
3,4,2,2,1,3,1,3,3,"AT",0.398852437734604
3,4,4,2,2,5,2,3,4,"AT",0.486056476831436
3,3,2,3,3,2,2,2,4,"AT",1.42895114421844
3,3,3,2,2,2,1,1,5,"AT",0.258505433797836
3,4,4,3,2,2,2,1,5,"AT",1.33392119407654
2,1,2,3,2,2,1,1,2,"AT",0.500787258148193
3,3,3,3,3,2,2,2,4,"AT",0.858589351177216
4,3,1,1,2,1,2,4,5,"AT",0.824874699115753
4,4,4,4,2,2,1,2,3,"AT",0.620294034481049
3,4,4,2,1,4,2,4,2,"AT",0.266365826129913
2,3,2,2,2,2,2,1,5,"AT",0.904898822307587
4,3,3,3,2,4,2,2,5,"AT",3.42181420326233
4,4,4,4,4,3,3,2,3,"AT",1.2258335351944
3,4,3,3,2,5,1,3,5,"AT",0.383708477020264
3,3,2,3,3,2,1,1,4,"AT",0.249247536063194
3,3,4,3,3,5,1,1,4,"AT",0.230930835008621
2,4,4,3,3,1,2,1,4,"AT",4.00019550323486
3,3,2,2,2,2,2,2,2,"AT",0.626061797142029
4,3,1,1,1,3,2,2,3,"AT",0.974307060241699
4,3,2,2,2,3,1,1,4,"AT",0.283106505870819
2,2,4,1,2,2,2,3,3,"AT",0.771895527839661
4,4,2,NA,NA,3,2,2,2,"AT",0.3705073595047
2,2,2,3,2,2,1,1,3,"AT",1.65746128559113
4,4,3,1,1,3,1,2,3,"AT",0.321809202432632
4,3,4,2,2,5,1,3,3,"AT",4.00019550323486
4,4,4,2,2,2,1,2,2,"AT",1.76174795627594
3,3,1,1,2,2,2,2,2,"AT",0.486056476831436
4,4,3,4,2,1,2,2,3,"AT",0.367910027503967
4,3,2,2,2,3,1,2,5,"AT",0.639053463935852
4,4,3,3,2,2,1,2,3,"AT",0.357895910739899
4,3,3,3,2,1,2,1,5,"AT",1.30432856082916
3,3,3,2,2,3,2,1,3,"AT",0.185503661632538
4,3,4,2,2,5,2,2,3,"AT",0.99463826417923
2,2,4,3,3,4,1,1,3,"AT",0.237253725528717
3,3,2,2,2,2,2,2,1,"AT",0.720604360103607
4,4,3,4,2,2,2,2,3,"AT",0.498413980007172
3,3,2,2,3,1,1,3,5,"AT",0.61090075969696
4,3,2,2,1,2,1,3,4,"AT",0.365328133106232
4,4,3,2,2,2,2,2,5,"AT",0.423523902893066
4,4,2,3,3,2,2,3,3,"AT",0.271691232919693
3,3,4,1,4,2,2,3,2,"AT",0.370728313922882
4,4,3,3,2,2,2,2,3,"AT",1.3207072019577
2,4,4,4,4,1,1,3,5,"AT",0.42759296298027
3,3,3,3,3,5,1,1,2,"AT",1.30876588821411
4,4,2,1,1,1,2,3,4,"AT",0.322805106639862
3,4,2,3,2,4,2,2,2,"AT",1.98180711269379
3,3,4,NA,NA,3,3,3,3,"AT",0.624903380870819
3,4,3,2,4,2,2,3,4,"AT",0.481994450092316
2,2,2,2,2,2,2,3,3,"AT",0.383575350046158
3,3,3,3,3,2,2,2,4,"AT",2.38078093528748
4,4,3,1,2,2,3,2,2,"AT",0.960618495941162
4,4,3,3,3,1,1,3,5,"AT",1.47339725494385
4,4,2,2,3,1,2,2,4,"AT",0.930777251720428
3,4,2,2,1,2,2,3,4,"AT",1.47084534168243
4,4,3,4,4,4,1,1,5,"AT",0.333305239677429
4,4,3,3,3,3,1,2,4,"AT",0.197849437594414
4,4,2,3,3,2,2,1,4,"AT",0.741456627845764
2,2,4,4,4,3,2,1,5,"AT",0.488354861736298
4,4,2,3,2,2,1,2,4,"AT",0.720604360103607
4,4,3,1,3,5,1,2,1,"AT",0.456668078899384
3,4,2,2,3,2,2,3,4,"AT",2.58628511428833
3,3,1,3,3,2,2,2,5,"AT",0.414895087480545
1,1,2,1,2,2,2,2,2,"AT",1.81778407096863
4,3,4,3,2,5,1,2,5,"AT",0.483957886695862
3,3,4,4,3,1,2,1,4,"AT",0.249206990003586
4,4,4,3,2,4,1,2,5,"AT",0.310429930686951
4,4,3,2,2,1,1,1,3,"AT",1.60714721679688
4,4,3,3,2,3,2,NA,NA,"AT",0.207276910543442
4,4,4,2,4,2,2,1,2,"AT",0.617067873477936
2,2,2,2,2,2,2,2,4,"AT",0.999649941921234
4,4,3,3,2,3,2,2,4,"AT",0.577886819839478
3,4,3,1,1,1,2,3,5,"AT",0.410240799188614
3,3,4,4,2,2,1,2,3,"AT",0.836398720741272
3,2,2,3,2,2,2,2,4,"AT",0.917065382003784
4,4,4,4,4,1,1,1,NA,"AT",0.207276910543442
2,2,4,3,3,5,1,1,NA,"AT",0.230930835008621
2,4,2,3,2,5,1,3,2,"AT",0.672917127609253
3,3,3,3,3,3,2,2,4,"AT",0.429294675588608
3,4,2,1,1,2,2,2,3,"AT",0.908892035484314
4,4,4,2,3,2,1,2,5,"AT",3.99771428108215
2,4,3,4,2,2,1,2,4,"AT",1.05706238746643
3,4,2,3,2,2,2,2,3,"AT",0.44980663061142
3,3,3,1,1,2,3,1,5,"AT",2.54873585700989
3,4,4,4,1,5,1,1,1,"AT",0.153775408864021
3,3,2,2,2,4,1,2,4,"AT",3.05085325241089
4,3,2,2,2,3,2,1,4,"AT",0.332326948642731
4,4,4,3,NA,2,2,3,3,"AT",0.330656796693802
3,3,2,2,2,2,1,1,2,"AT",0.714418888092041
3,3,2,2,2,3,2,3,2,"AT",0.598527491092682
3,3,3,4,3,2,2,2,5,"AT",0.4451944231987
2,3,3,3,3,1,1,NA,3,"AT",0.576613545417786
3,4,3,2,2,1,1,2,5,"AT",0.386973887681961
3,3,2,2,2,5,2,2,5,"AT",1.27263617515564
4,4,4,3,2,2,2,3,3,"AT",0.743893086910248
4,3,4,2,1,5,2,2,5,"AT",2.45977115631104
2,3,4,1,2,4,1,4,4,"AT",0.994634985923767
4,4,3,3,3,2,1,2,4,"AT",4.00019550323486
3,3,3,3,2,2,2,2,5,"AT",0.775290369987488
4,4,NA,4,NA,NA,2,2,2,"AT",0.340872973203659
4,4,1,1,1,5,2,1,5,"AT",0.19143258035183
4,4,4,3,2,4,1,2,4,"AT",0.206991419196129
4,4,2,2,2,2,2,2,4,"AT",0.710375726222992
4,3,4,NA,2,2,2,1,2,"AT",0.661531507968903
4,4,3,3,1,3,2,2,4,"AT",0.900847971439362
4,3,4,3,3,4,1,3,3,"AT",1.41371834278107
1,1,4,4,2,2,1,1,5,"AT",0.924552977085114
3,3,1,1,1,1,1,2,5,"AT",0.200829237699509
4,4,3,3,2,2,1,3,5,"AT",1.54789555072784
4,3,2,2,3,4,4,2,5,"AT",0.76221626996994
3,2,4,4,2,4,2,4,4,"AT",0.223409235477448
4,4,4,4,2,4,1,1,4,"AT",0.397948294878006
4,4,2,2,1,4,2,2,5,"AT",1.96090459823608
2,3,2,3,3,1,2,2,2,"AT",0.33159476518631
3,4,3,3,3,3,1,2,3,"AT",0.207722768187523
2,3,4,1,2,5,2,4,2,"AT",0.996827960014343
4,4,3,3,2,3,3,3,3,"AT",0.523521661758423
3,4,2,3,2,2,2,1,4,"AT",1.70939970016479
4,3,2,2,2,3,1,2,NA,"AT",2.32963061332703
3,3,2,2,2,4,2,2,4,"AT",1.23528003692627
3,4,4,3,1,4,1,4,2,"AT",0.402014374732971
4,3,4,1,1,4,2,2,2,"AT",0.395698875188828
3,3,2,2,2,2,1,2,3,"AT",0.752822816371918
4,3,4,2,1,3,1,2,5,"AT",1.74702501296997
1,1,4,3,3,2,1,1,5,"AT",0.743164539337158
3,3,2,4,2,5,1,3,5,"AT",0.665093779563904
3,3,2,2,3,2,2,2,5,"AT",0.67607057094574
4,3,2,1,1,2,1,1,4,"AT",0.241978943347931
2,3,2,3,3,3,2,2,2,"AT",1.37125027179718
3,3,2,1,2,3,1,1,5,"AT",1.02918004989624
3,3,3,2,3,3,2,2,3,"AT",0.190491363406181
1,2,4,4,4,1,2,3,4,"AT",0.402014374732971
4,3,2,2,2,2,1,NA,NA,"AT",0.696298480033875
3,4,4,2,2,3,2,2,4,"AT",0.222097530961037
4,4,2,3,1,3,3,1,3,"AT",0.68679666519165
4,4,3,1,1,1,2,2,5,"AT",0.834232866764069
3,2,2,2,2,4,1,2,NA,"AT",0.369879990816116
4,4,3,3,2,2,1,1,5,"AT",0.840366065502167
4,2,3,2,4,4,1,1,3,"AT",0.833501875400543
4,4,2,3,2,5,2,2,4,"AT",0.772195160388947
2,1,4,2,2,3,2,2,4,"AT",0.625707447528839
3,3,3,2,2,3,1,1,5,"AT",0.360187977552414
4,4,2,2,2,4,1,2,3,"AT",1.23528003692627
2,3,1,1,1,4,2,2,4,"AT",0.795492827892303
3,3,3,2,NA,5,1,2,2,"AT",0.792636156082153
4,4,3,2,2,2,1,2,5,"AT",0.847946584224701
4,4,2,2,2,1,2,2,5,"AT",0.882559061050415
2,2,3,3,3,2,3,2,4,"AT",0.385852187871933
2,2,2,2,2,2,2,2,2,"AT",0.341112852096558
3,3,4,3,2,2,2,2,5,"AT",0.175881698727608
4,4,4,4,3,1,2,1,3,"AT",0.772195160388947
2,2,4,3,4,3,2,1,4,"AT",1.80169594287872
4,4,4,3,1,1,2,1,4,"AT",0.416721552610397
2,2,2,2,2,3,1,1,3,"AT",2.28738689422607
4,4,4,4,4,1,1,1,5,"AT",0.413755416870117
4,2,2,2,1,4,1,2,4,"AT",1.61001920700073
4,3,4,3,3,3,1,3,5,"AT",2.88190340995789
4,4,2,1,1,4,1,3,2,"AT",2.17096495628357
3,3,1,2,1,1,2,1,2,"AT",0.52961939573288
3,3,4,4,4,1,NA,1,5,"AT",0.501164019107819
2,2,3,2,1,4,2,3,2,"AT",2.07779622077942
3,2,4,4,4,1,2,2,5,"AT",0.578778445720673
3,3,2,2,3,3,2,3,4,"AT",1.47577917575836
3,4,NA,2,2,2,4,2,4,"AT",1.47577917575836
3,3,3,1,1,2,1,2,2,"AT",1.60125851631165
2,1,1,2,2,1,1,1,5,"AT",0.743893086910248
4,4,4,4,2,3,1,2,3,"AT",0.921476304531097
3,3,2,2,2,1,2,2,2,"AT",1.69179093837738
4,1,NA,1,1,4,1,3,2,"AT",0.666610479354858
3,3,3,2,2,2,2,2,4,"AT",0.611823320388794
4,4,2,3,3,1,2,1,5,"AT",0.728829979896545
4,4,1,1,1,5,1,2,5,"AT",0.299263745546341
3,2,4,2,3,5,1,1,5,"AT",0.273818999528885
3,4,3,3,3,2,2,2,2,"AT",1.17746579647064
4,3,2,2,2,5,2,2,5,"AT",1.23940229415894
3,4,4,2,2,4,2,2,4,"AT",0.486056476831436
3,4,2,2,1,2,1,2,4,"AT",0.255388975143433
4,4,3,4,4,2,2,2,4,"AT",0.783247053623199
4,4,4,2,2,3,2,1,5,"AT",0.612916767597198
3,3,3,1,4,4,2,3,2,"AT",0.271897375583649
3,3,2,4,3,2,2,1,5,"AT",1.8677966594696
3,3,3,2,1,1,3,3,5,"AT",1.44322681427002
3,4,4,4,3,2,2,2,4,"AT",4.00019550323486
4,4,2,2,2,2,2,2,3,"AT",0.649011790752411
3,3,2,2,2,2,2,2,4,"AT",0.377056002616882
4,4,1,1,1,2,2,3,2,"AT",0.224865153431892
4,4,1,4,3,2,1,2,5,"AT",1.04231345653534
2,3,3,2,3,2,2,2,4,"AT",0.480863183736801
3,2,3,3,3,2,4,2,5,"AT",1.80979764461517
4,4,4,4,2,2,3,2,3,"AT",0.837704241275787
3,3,4,4,2,1,3,1,4,"AT",0.421285182237625
3,3,4,3,3,2,3,2,4,"AT",1.25016486644745
3,3,4,4,NA,NA,NA,NA,NA,"AT",0.661638677120209
4,4,4,4,2,3,4,1,5,"AT",4.00019550323486
3,3,2,3,2,5,1,1,NA,"AT",1.45938968658447
3,2,2,2,3,4,4,4,4,"AT",0.888481557369232
2,3,3,1,3,5,2,2,2,"AT",0.377123534679413
3,3,2,2,2,2,2,2,2,"AT",1.95982754230499
3,3,3,2,2,2,1,1,5,"AT",0.764986276626587
3,3,3,2,2,3,1,2,5,"AT",0.44839271903038
4,4,4,4,2,5,2,3,2,"AT",0.891059219837189
4,4,4,4,4,3,1,1,5,"AT",0.534293472766876
4,4,2,3,3,3,2,1,4,"AT",0.748065650463104
4,4,4,3,3,3,2,4,3,"AT",0.757739543914795
3,3,3,3,2,4,3,2,5,"AT",0.44980663061142
4,4,4,3,3,4,1,3,2,"AT",0.216049537062645
3,3,1,1,1,2,1,2,5,"AT",0.186070695519447
3,3,3,3,2,3,2,2,4,"AT",0.395078390836716
3,2,3,3,3,4,2,2,5,"AT",1.48562812805176
4,4,2,3,3,3,2,2,4,"AT",0.414895087480545
2,2,3,3,4,5,1,1,4,"AT",0.436453878879547
3,2,3,2,1,2,2,2,4,"AT",0.348149240016937
2,3,3,2,2,1,1,1,4,"AT",3.99771428108215
3,3,2,2,2,3,2,2,4,"AT",0.704708397388458
3,3,4,4,4,5,1,1,5,"AT",4.00019550323486
3,3,2,2,2,2,3,2,2,"AT",1.31232619285583
4,3,3,3,1,5,1,1,2,"AT",0.26429358124733
4,4,3,1,2,2,2,3,4,"AT",0.27557447552681
3,3,4,4,2,4,2,3,5,"AT",1.63218569755554
3,3,3,2,2,5,1,1,3,"AT",0.743043482303619
4,3,3,2,2,2,2,2,4,"AT",0.406267136335373
4,3,1,2,1,2,2,2,5,"AT",1.72744393348694
4,4,1,2,1,2,1,1,4,"AT",0.334770709276199
3,3,3,3,2,3,3,2,3,"AT",0.389570087194443
4,3,1,2,1,4,2,2,4,"AT",1.14127135276794
4,4,4,4,3,2,2,4,2,"AT",0.620517909526825
4,4,4,4,4,3,2,1,5,"AT",0.933898329734802
3,2,4,3,3,2,2,2,3,"AT",0.656163096427917
4,4,NA,3,2,3,1,1,5,"AT",0.715644657611847
3,3,1,2,2,1,2,2,2,"AT",0.96505081653595
2,3,4,3,3,2,2,1,1,"AT",1.32791924476624
4,4,4,1,1,2,1,2,3,"AT",0.315721988677979
3,3,3,3,3,2,1,2,NA,"AT",0.660521447658539
2,3,2,4,3,1,1,1,5,"AT",0.990280032157898
2,2,2,2,2,3,2,2,4,"AT",1.55308735370636
3,2,1,2,3,2,2,1,5,"AT",1.80979764461517
3,2,3,2,1,3,1,2,4,"AT",3.49405002593994
3,3,2,2,3,2,1,1,2,"AT",0.83973628282547
4,4,4,4,3,2,2,2,3,"AT",0.84087735414505
4,4,4,NA,2,2,2,1,3,"AT",0.581238031387329
3,3,2,3,2,2,2,1,4,"AT",3.99192070960999
3,3,3,4,4,2,1,1,1,"AT",1.25226962566376
3,3,4,2,2,3,1,4,4,"AT",0.625873267650604
3,3,4,3,3,1,1,1,5,"AT",0.976936221122742
4,4,4,4,3,4,2,2,5,"AT",1.46785008907318
3,3,2,3,3,2,2,1,4,"AT",0.614135444164276
4,4,3,2,2,1,2,3,4,"AT",0.347561568021774
4,4,3,3,2,2,2,2,4,"AT",0.640437722206116
4,1,1,1,1,1,5,5,5,"AT",0.33159476518631
3,3,3,3,1,4,1,1,4,"AT",0.254984050989151
NA,NA,NA,NA,NA,NA,NA,NA,NA,"AT",0.464610934257507
1,1,1,NA,1,2,1,1,NA,"AT",0.736042559146881
4,4,3,3,2,1,1,1,1,"AT",1.24447023868561
4,3,3,2,2,2,2,1,5,"AT",0.630419254302979
4,4,1,NA,1,3,2,2,2,"AT",0.26437446475029
4,4,4,3,1,4,2,2,3,"AT",0.661638677120209
3,3,3,2,2,4,1,1,4,"AT",1.67936909198761
3,3,2,NA,2,4,2,3,4,"AT",0.401159286499023
3,3,1,2,2,2,2,NA,5,"AT",0.450383573770523
4,4,4,3,3,2,2,1,3,"AT",0.249206990003586
4,4,4,4,2,NA,2,1,3,"AT",0.908989250659943
3,3,4,NA,1,3,2,2,5,"AT",0.371007323265076
4,4,3,3,3,2,1,1,5,"AT",0.588588178157806
2,2,3,4,2,4,2,2,4,"AT",2.15975022315979
3,3,3,3,3,4,NA,1,5,"AT",1.61001920700073
3,3,4,2,4,2,2,2,5,"AT",1.80273544788361
3,3,4,3,1,5,1,2,4,"AT",0.928658902645111
2,3,4,1,NA,1,1,NA,4,"AT",1.83389639854431
3,3,3,2,1,2,2,2,4,"AT",0.355187863111496
2,1,4,4,3,1,1,2,5,"AT",0.438416451215744
3,3,3,2,2,3,2,3,4,"AT",0.387645184993744
NA,3,3,2,1,3,3,2,4,"AT",0.582713663578033
3,3,2,2,2,2,2,2,2,"AT",0.947166204452515
4,4,4,NA,3,5,1,2,5,"AT",1.13369607925415
3,2,3,2,3,5,1,2,5,"AT",1.56739163398743
2,2,2,4,NA,4,1,3,5,"AT",0.422913551330566
4,4,3,2,2,3,2,2,3,"AT",0.578614294528961
3,3,4,4,2,2,2,2,4,"AT",1.86712026596069
3,4,3,2,1,3,2,2,4,"AT",0.598467350006104
3,3,3,2,NA,3,2,4,2,"AT",0.779140174388885
4,4,4,1,1,4,2,2,2,"AT",0.470369845628738
3,4,4,4,3,1,1,2,3,"AT",0.510576128959656
3,3,3,1,1,2,1,3,3,"AT",3.55366802215576
2,1,2,2,NA,2,2,2,5,"AT",0.623500943183899
3,3,2,2,2,4,1,1,4,"AT",0.710375726222992
2,2,2,2,2,3,3,3,3,"AT",0.684417068958282
4,4,4,3,3,5,2,1,3,"AT",0.44839271903038
4,4,2,3,3,3,1,2,3,"AT",0.96673846244812
3,4,3,3,2,1,2,1,4,"AT",0.269733309745789
3,4,4,4,3,1,2,2,2,"AT",0.275246292352676
4,4,3,3,2,2,1,2,4,"AT",1.46806478500366
4,4,2,3,3,2,2,2,4,"AT",2.01280760765076
4,2,4,2,2,2,1,1,3,"AT",1.14976143836975
4,4,4,3,3,2,1,1,5,"AT",1.34431219100952
2,1,2,2,2,2,2,2,5,"AT",0.947166204452515
4,4,2,2,1,2,1,3,4,"AT",4.00019550323486
4,4,3,4,3,2,1,3,5,"AT",0.319415986537933
3,4,2,4,3,2,1,1,NA,"AT",0.581238031387329
3,3,3,3,2,3,2,2,4,"AT",0.868278741836548
4,4,4,3,3,1,1,1,1,"AT",0.186408624053001
2,2,1,1,1,3,2,2,2,"AT",0.984244465827942
1,3,3,2,2,1,1,1,5,"AT",0.868090510368347
3,3,2,1,2,2,2,1,4,"AT",0.483957886695862
3,3,4,2,1,2,2,1,5,"AT",0.812534272670746
2,2,2,3,4,2,2,2,5,"AT",0.950676560401917
3,2,3,2,2,3,1,2,4,"AT",2.42169618606567
2,3,3,2,2,3,2,2,3,"AT",0.644868135452271
2,2,2,2,2,3,3,2,2,"AT",0.639738440513611
4,4,2,2,1,2,1,2,4,"AT",0.720604360103607
2,2,2,4,1,2,2,2,4,"AT",1.45843327045441
3,3,2,3,1,1,2,3,3,"AT",0.845696568489075
3,3,2,3,2,5,1,1,3,"AT",0.698813915252686
4,4,3,2,1,1,1,1,5,"AT",0.429955989122391
4,4,1,1,1,3,2,2,2,"AT",0.248950868844986
4,4,2,1,1,2,2,2,3,"AT",0.177155390381813
3,3,3,3,2,2,2,1,1,"AT",1.67947256565094
3,3,3,2,1,4,2,2,5,"AT",1.54766809940338
1,2,NA,NA,1,4,2,2,4,"AT",1.10069811344147
4,4,3,3,3,2,2,2,3,"AT",0.488081574440002
3,2,3,2,2,5,2,1,3,"AT",0.239044234156609
4,3,2,2,2,2,2,1,3,"AT",2.2673921585083
4,4,4,3,3,4,1,2,5,"AT",0.241978943347931
3,2,NA,2,3,2,2,3,5,"AT",0.805060267448425
4,4,4,3,3,1,1,1,2,"AT",2.1280460357666
4,4,3,2,2,2,1,2,4,"AT",0.944752275943756
4,4,3,2,3,2,1,2,5,"AT",0.201904490590096
